joint_number,WT [in],dist_to_us_weld,dist_to_ds_weld,distance_along_line,feature_type,ID/OD,depth_percent,"Metal Loss Depth 
[in]","Metal Loss Depth + Tolerance
[%]",Dimension Classification,"Metal Loss Depth Tolerance [%] 
(includes seamless and HAZ and modified specs)","Dent Depth
 [%]","Dent Depth
 [in]","Is any part of the dent affecting the top of the pipe? 
[Y/N]",Length [in],Comments,Anomalies per Joint,"Was anomaly sizing reviewed by analyst? 
[Y/N]","Was anomaly sizing/dimensions manually changed? 
[Y/N]","Magnetization Level 
[kA/m] for MFL survey 
or 
Actual WT [in] for UT Survey",Elevation [ft],"Seam Position
[hh:mm]","Distance To Seam Weld 
[in]",Tool,Evaluation Pressure [PSI],SMYS [PSI],Pipe Type,"Pipe Diameter (O.D.) 
[in.]",Pdesign [PSI],"Mod B31G Psafe 
[PSI]",Mod B31G Pburst [PSI],"Mod B31G Psafe Pressure with Tolerance
[PSI]","Mod B31G Pburst Pressure with Tolerance
[PSI]",Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,Length Tolerance [in],Width Tolerance [in],run_year,row_index,distance_raw_m,dist_to_us_weld_m,clock_position_deg,length_mm,width_mm,distance_corrected_m
12230,0.344,22.93,16.883,44099.117,Metal Loss,External,29.0,0.1,44.0,GENE,20.0,,,,2.0,EXT ML,72,N,N,5.97,138.527,06:36,18.64,CMFL,1025,65000,E.R. WELD,24,1341.6,1487.0,2065.3,1440.6,2000.8,1472.5,2045.2,0.689,1.109,1.0,1.2,2022,3568,13441.4108616,6.989064,286.5,12135.002400000001,38.099999999999994,15994.82483092156
12230,0.344,,,44099.268,Attachment,,,,,,,,,,,ATTACHMENT,72,,,5.97,138.503,06:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,3569,13441.4568864,,180.0,12135.002400000001,,15994.871037217394
12230,0.344,23.333,16.48,44099.521,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,3.3,EXT ML,72,N,N,5.97,138.464,06:36,18.012,CMFL,1025,65000,E.R. WELD,24,1341.6,1468.3,2039.4,1392.5,1934.0,1451.9,2016.5,0.698,1.095,1.0,1.2,2022,3570,13441.5340008,7.1118984,283.5,12135.002400000001,48.26,15994.948455713062
12230,0.344,23.99,15.823,44100.177,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,4.6,EXT ML,72,N,N,5.97,138.361,06:36,18.221,CMFL,1025,65000,E.R. WELD,24,1341.6,1428.7,1984.3,1324.9,1840.2,1425.9,1980.5,0.718,1.065,1.0,1.2,2022,3571,13441.733949600002,7.312152,288.5,12135.002400000001,96.52,15995.149192998271
12230,0.344,24.551,15.262,44100.738,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,3.0,EXT ML,72,N,N,5.97,138.273,06:36,17.174,CMFL,1025,65000,E.R. WELD,24,1341.6,1464.8,2034.4,1391.0,1931.9,1447.0,2009.7,0.7,1.09,1.0,1.2,2022,3572,13441.9049424,7.4831448,279.0,12135.002400000001,86.36,15995.320860097358
12230,0.344,25.01,14.803,44101.198,Metal Loss,External,37.0,0.127,52.0,GENE,20.0,,,,21.6,EXT ML,72,N,N,5.97,138.201,06:36,18.221,CMFL,1025,65000,E.R. WELD,24,1341.6,1133.4,1574.1,945.7,1313.4,1303.1,1809.9,0.904,0.843,1.0,1.2,2022,3573,13442.0451504,7.623048000000001,289.0,12135.002400000001,99.05999999999999,15995.46162099857
12230,0.344,25.984,13.829,44102.172,Metal Loss,External,31.0,0.106,46.0,GENE,20.0,,,,1.9,EXT ML,72,N,N,5.97,138.048,06:36,26.389,CMFL,1025,65000,E.R. WELD,24,1341.6,1485.5,2063.3,1440.0,1999.9,1470.3,2042.1,0.69,1.108,1.0,1.2,2022,3574,13442.3420256,7.919923200000001,71.5,12135.002400000001,38.099999999999994,15995.759666906792
12230,0.344,26.004,13.809,44102.192,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,9.7,EXT ML ( ON SW ),72,N,N,5.97,138.045,06:36,0.838,CMFL,1025,65000,E.R. WELD,24,1341.6,1420.2,1972.5,1279.8,1777.5,1407.3,1954.6,0.722,1.062,1.0,1.2,2022,3575,13442.348121600002,7.926019200000001,197.5,12135.002400000001,86.36,15995.765786945976
12230,0.344,26.388,13.425,44102.575,Metal Loss,External,29.0,0.1,44.0,GENE,20.0,,,,2.0,EXT ML,72,N,N,5.97,137.985,06:36,18.64,CMFL,1025,65000,E.R. WELD,24,1341.6,1488.6,2067.5,1443.8,2005.2,1474.5,2047.9,0.689,1.11,1.0,1.2,2022,3576,13442.46486,8.0430624,108.5,12135.002400000001,55.88,15995.882985696333
12230,0.344,26.398,13.415,44102.585,Metal Loss,External,38.0,0.131,53.0,GENE,20.0,,,,1.2,EXT ML,72,N,N,5.97,137.983,06:36,26.389,CMFL,1025,65000,E.R. WELD,24,1341.6,1510.4,2097.7,1484.5,2061.8,1500.0,2083.3,0.679,1.126,1.0,1.2,2022,3577,13442.467908,8.0461104,72.0,12135.002400000001,33.019999999999996,15995.886045715924
12230,0.344,26.791,13.025,44102.976,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,2.0,EXT ML,72,N,N,5.97,137.922,06:36,26.18,CMFL,1025,65000,E.R. WELD,24,1341.6,1507.5,2093.8,1469.7,2041.2,1498.8,2081.6,0.68,1.124,1.0,1.2,2022,3578,13442.587084800001,8.1658968,73.0,12135.002400000001,43.18,15996.005692481956
12230,0.344,27.156,12.657,44103.343,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,1.6,EXT ML,72,N,N,5.97,137.864,06:36,18.64,CMFL,1025,65000,E.R. WELD,24,1341.6,1511.2,2098.9,1479.7,2055.2,1502.7,2087.0,0.678,1.126,1.0,1.2,2022,3579,13442.698946400002,8.2771488,286.5,12135.002400000001,48.26,15996.117995200968
12230,0.344,27.48,12.336,44103.665,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,11.9,EXT ML ( NEAR SW ),72,N,N,5.97,137.814,06:36,1.466,CMFL,1025,65000,E.R. WELD,24,1341.6,1417.1,1968.2,1261.2,1751.7,1393.7,1935.7,0.723,1.055,1.0,1.2,2022,3580,13442.797092,8.375904,213.5,12135.002400000001,124.46000000000001,15996.216527831817
12230,0.344,27.513,12.303,44103.698,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,3.7,EXT ML,72,N,N,5.97,137.809,06:36,17.593,CMFL,1025,65000,E.R. WELD,24,1341.6,1441.0,2001.4,1352.9,1879.1,1445.8,2008.0,0.711,1.075,1.0,1.2,2022,3581,13442.8071504,8.3859624,283.5,12135.002400000001,50.8,15996.226625896468
12230,0.344,27.53,12.287,44103.714,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,5.3,EXT ML,72,N,N,5.97,137.806,06:36,26.389,CMFL,1025,65000,E.R. WELD,24,1341.6,1362.8,1892.8,1240.7,1723.2,1374.8,1909.5,0.752,1.017,1.0,1.2,2022,3582,13442.812027200001,8.391144,72.0,12135.002400000001,50.8,15996.231521927817
12230,0.344,27.536,12.277,44103.724,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,2.5,EXT ML,72,N,N,5.97,137.805,06:36,20.106,CMFL,1025,65000,E.R. WELD,24,1341.6,1481.7,2057.9,1425.0,1979.2,1467.0,2037.6,0.692,1.105,1.0,1.2,2022,3583,13442.815075200002,8.3929728,102.0,12135.002400000001,73.66,15996.234581947409
12230,0.344,28.274,11.539,44104.462,Metal Loss,External,27.0,0.093,42.0,GENE,20.0,,,,2.6,EXT ML,72,N,N,5.97,137.689,06:36,26.389,CMFL,1025,65000,E.R. WELD,24,1341.6,1468.1,2039.0,1405.7,1952.4,1449.9,2013.8,0.698,1.094,1.0,1.2,2022,3584,13443.0400176,8.6179152,71.5,12135.002400000001,60.959999999999994,15996.460411393266
12230,0.344,28.353,11.46,44104.541,Metal Loss,External,34.0,0.117,49.0,GENE,20.0,,,,5.1,EXT ML,72,N,N,5.97,137.677,06:36,18.64,CMFL,1025,65000,E.R. WELD,24,1341.6,1322.0,1836.1,1193.9,1658.2,1386.9,1926.3,0.775,0.987,1.0,1.2,2022,3585,13443.0640968,8.641994400000002,289.5,12135.002400000001,86.36,15996.48458554804
12230,0.344,28.458,11.355,44104.646,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,5.5,EXT ML,72,N,N,5.97,137.66,06:36,20.316,CMFL,1025,65000,E.R. WELD,24,1341.6,1401.4,1946.3,1284.8,1784.5,1436.6,1995.3,0.732,1.046,1.0,1.2,2022,3586,13443.096100800001,8.6739984,99.0,12135.002400000001,73.66,15996.516715753753
12230,0.344,28.691,11.122,44104.879,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,2.4,EXT ML,72,N,N,5.97,137.624,06:36,26.808,CMFL,1025,65000,E.R. WELD,24,1341.6,1495.3,2076.8,1445.1,2007.0,1492.6,2073.0,0.686,1.115,1.0,1.2,2022,3587,13443.167119200001,8.7450168,73.0,12135.002400000001,73.66,15996.588014210236
12230,0.344,29.075,10.738,44105.262,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,3.3,EXT ML,72,N,N,5.97,137.564,06:36,25.761,CMFL,1025,65000,E.R. WELD,24,1341.6,1431.3,1987.9,1343.8,1866.4,1405.4,1952.0,0.716,1.066,1.0,1.2,2022,3588,13443.283857600001,8.86206,74.5,12135.002400000001,66.03999999999999,15996.705212960595
12230,0.344,29.104,10.709,44105.292,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,5.5,EXT ML ( NEAR SW ),72,N,N,5.97,137.559,06:36,1.676,CMFL,1025,65000,E.R. WELD,24,1341.6,1479.9,2055.4,1374.0,1908.3,1467.1,2037.7,0.693,1.103,1.0,1.2,2022,3589,13443.293001600001,8.8708992,190.0,12135.002400000001,60.959999999999994,15996.714393019369
12230,0.344,29.134,10.679,44105.322,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,1.9,EXT ML,72,N,N,5.97,137.554,06:36,19.268,CMFL,1025,65000,E.R. WELD,24,1341.6,1489.8,2069.2,1446.8,2009.4,1475.8,2049.7,0.688,1.111,1.0,1.2,2022,3590,13443.3021456,8.880043200000001,289.5,12135.002400000001,38.099999999999994,15996.723573078143
12230,0.344,29.446,10.371,44105.63,Metal Loss,External,31.0,0.106,46.0,GENE,20.0,,,,1.9,EXT ML,72,N,N,5.97,137.506,06:36,18.85,CMFL,1025,65000,E.R. WELD,24,1341.6,1489.6,2068.9,1446.7,2009.4,1475.4,2049.1,0.688,1.111,1.0,1.2,2022,3591,13443.396024,8.9751408,107.5,12135.002400000001,50.8,15996.817821681563
12230,0.344,29.79,10.023,44105.978,Metal Loss,External,32.0,0.11,47.0,GENE,20.0,,,,5.0,EXT ML,72,N,N,5.97,137.452,06:36,18.221,CMFL,1025,65000,E.R. WELD,24,1341.6,1346.3,1869.9,1218.4,1692.2,1400.7,1945.4,0.761,1.002,1.0,1.2,2022,3592,13443.5020944,9.079992,288.0,12135.002400000001,66.03999999999999,15996.924310363353
12230,0.344,29.862,9.954,44106.047,Metal Loss,External,32.0,0.11,47.0,PITT,20.0,,,,1.0,EXT ML,72,N,N,5.97,137.441,06:36,18.64,CMFL,1025,65000,E.R. WELD,24,1341.6,1526.4,2120.0,1510.3,2097.6,1520.9,2112.3,0.672,1.138,0.6,1.2,2022,3593,13443.5231256,9.1019376,108.5,12135.002400000001,38.099999999999994,15996.945424498534
12230,0.344,30.144,9.669,44106.332,Metal Loss,External,31.0,0.106,46.0,GENE,20.0,,,,8.5,EXT ML,72,N,N,5.97,137.396,06:36,24.923,CMFL,1025,65000,E.R. WELD,24,1341.6,1270.4,1764.4,1117.0,1551.3,1391.2,1932.2,0.807,0.95,1.0,1.2,2022,3594,13443.609993600001,9.1878912,73.0,12135.002400000001,99.05999999999999,15997.032635056894
12230,0.344,30.456,9.357,44106.644,Metal Loss,External,36.0,0.124,51.0,GENE,20.0,,,,1.5,EXT ML,72,N,N,5.97,137.347,06:36,19.059,CMFL,1025,65000,E.R. WELD,24,1341.6,1501.1,2084.8,1467.2,2037.8,1488.7,2067.6,0.683,1.118,1.0,1.2,2022,3595,13443.705091200001,9.2829888,107.0,12135.002400000001,48.26,15997.128107668153
12230,0.344,30.86,8.957,44107.044,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,2.0,EXT ML,72,N,N,5.97,137.284,06:36,18.431,CMFL,1025,65000,E.R. WELD,24,1341.6,1496.8,2078.9,1454.5,2020.1,1485.2,2062.7,0.685,1.116,1.0,1.2,2022,3596,13443.827011200001,9.406128,110.0,12135.002400000001,60.959999999999994,15997.250508451816
12230,0.344,31.188,8.629,44107.372,Metal Loss,External,31.0,0.106,46.0,PITT,20.0,,,,1.3,EXT ML,72,N,N,5.97,137.233,06:36,24.923,CMFL,1025,65000,E.R. WELD,24,1341.6,1518.6,2109.1,1494.9,2076.3,1511.3,2099.0,0.675,1.131,0.6,1.2,2022,3597,13443.926985600001,9.5061024,78.5,12135.002400000001,25.4,15997.35087709442
12230,0.344,31.371,8.442,44107.559,Metal Loss,External,41.0,0.141,56.0,GENE,20.0,,,,1.5,EXT ML,72,N,N,5.97,137.204,06:36,19.059,CMFL,1025,65000,E.R. WELD,24,1341.6,1485.2,2062.7,1444.3,2006.0,1467.3,2037.9,0.69,1.107,1.0,1.2,2022,3598,13443.983983200002,9.5618808,107.0,12135.002400000001,53.339999999999996,15997.408099460783
12230,0.344,31.572,8.241,44107.759,Metal Loss,External,35.0,0.12,50.0,GENE,20.0,,,,10.1,EXT ML,72,N,N,5.97,137.172,06:36,25.133,CMFL,1025,65000,E.R. WELD,24,1341.6,1212.8,1684.5,1045.1,1451.6,1328.8,1845.5,0.845,0.904,1.0,1.2,2022,3599,13444.0449432,9.6231456,77.0,12135.002400000001,68.58,15997.469299852613
12230,0.344,,,44108.32,Attachment,,,,,,,,,,,ATTACHMENT,72,,,5.97,137.084,06:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,3600,13444.215936,,180.0,12135.002400000001,,15997.640966951703
12230,0.344,32.654,7.159,44108.842,Metal Loss,External,38.0,0.131,53.0,GENE,20.0,,,,12.0,EXT ML,72,N,N,5.97,137.003,06:36,25.761,CMFL,1025,65000,E.R. WELD,24,1341.6,1164.3,1617.1,984.4,1367.2,1299.6,1805.0,0.88,0.865,1.0,1.2,2022,3601,13444.3750416,9.952939200000001,80.0,12135.002400000001,93.98,15997.800699974383
12230,0.344,32.907,6.906,44109.094,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,6.3,EXT ML,72,N,N,5.97,136.963,06:36,7.54,CMFL,1025,65000,E.R. WELD,24,1341.6,1430.4,1986.7,1306.9,1815.1,1410.4,1958.9,0.717,1.065,1.0,1.2,2022,3602,13444.4518512,10.030053599999999,234.0,12135.002400000001,81.28,15997.87781246809
12230,0.344,33.776,6.037,44109.964,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,1.3,EXT ML,72,N,N,5.97,136.827,06:36,18.64,CMFL,1025,65000,E.R. WELD,24,1341.6,1522.0,2113.9,1500.3,2083.7,1516.0,2105.5,0.674,1.135,1.0,1.2,2022,3603,13444.7170272,10.294924800000002,287.0,12135.002400000001,30.479999999999997,15998.14403417256
12230,0.344,34.081,5.732,44110.269,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,6.8,EXT ML,72,N,N,5.97,136.779,06:36,18.64,CMFL,1025,65000,E.R. WELD,24,1341.6,1468.0,2038.8,1348.2,1872.6,1453.1,2018.1,0.698,1.095,1.0,1.2,2022,3604,13444.809991200002,10.3878888,287.0,12135.002400000001,60.959999999999994,15998.237364770104
12230,0.344,34.216,5.597,44110.404,Metal Loss,External,37.0,0.127,52.0,GENE,20.0,,,,12.5,EXT ML,72,N,N,5.97,136.758,06:36,25.97,CMFL,1025,65000,E.R. WELD,24,1341.6,1167.9,1622.1,992.4,1378.3,1242.6,1725.8,0.878,0.871,1.0,1.2,2022,3605,13444.851139200002,10.4290368,70.0,12135.002400000001,157.48,15998.278675034591
12230,0.344,34.626,5.187,44110.814,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,1.9,EXT ML,72,N,N,5.97,136.694,06:36,20.735,CMFL,1025,65000,E.R. WELD,24,1341.6,1494.4,2075.5,1450.4,2014.4,1481.9,2058.1,0.686,1.113,1.0,1.2,2022,3606,13444.9761072,10.5540048,99.0,12135.002400000001,40.64,15998.404135837845
12230,0.344,34.961,4.856,44111.145,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,1.7,EXT ML,72,N,N,5.97,136.641,06:36,20.106,CMFL,1025,65000,E.R. WELD,24,1341.6,1507.1,2093.1,1471.3,2043.5,1497.7,2080.1,0.68,1.123,1.0,1.2,2022,3607,13445.076996,10.6561128,102.0,12135.002400000001,40.64,15998.505422486327
12230,0.344,35.066,4.751,44111.25,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,2.9,EXT ML,72,N,N,5.97,136.625,06:36,20.316,CMFL,1025,65000,E.R. WELD,24,1341.6,1442.5,2003.5,1365.8,1896.9,1418.2,1969.7,0.711,1.075,1.0,1.2,2022,3608,13445.109,10.688116800000001,294.5,12135.002400000001,48.26,15998.537552692038
12230,0.344,35.515,4.298,44111.703,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,1.5,EXT ML,72,N,N,5.97,136.554,06:36,18.85,CMFL,1025,65000,E.R. WELD,24,1341.6,1510.8,2098.3,1480.6,2056.4,1501.9,2086.0,0.679,1.126,1.0,1.2,2022,3609,13445.2470744,10.824972,107.5,12135.002400000001,48.26,15998.676171579538
12230,0.344,,,44111.844,End Repair Marker,,,,,,,,,,,REPAIR MARKER 2012 DIG 28 RECOAT END,72,,,5.97,136.532,06:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,3610,13445.2900512,,,12135.002400000001,,15998.719317855779
12230,0.344,36.936,2.881,44113.12,Metal Loss,External,15.0,0.052,30.0,GENE,15.0,,,,11.8,*EXT ML,72,Y,Y,5.97,136.332,06:36,2.094,CMFL,1025,65000,E.R. WELD,24,1341.6,1405.4,1951.9,1251.1,1737.6,1379.0,1915.3,0.729,1.048,0.8,1.0,2022,3611,13445.678976000001,11.2580928,208.0,12135.002400000001,53.339999999999996,15999.109776355666
12230,0.344,37.014,2.799,44113.202,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,5.5,EXT ML,72,N,N,5.97,136.319,06:36,11.519,CMFL,1025,65000,E.R. WELD,24,1341.6,1447.5,2010.4,1335.9,1855.4,1428.0,1983.4,0.708,1.079,1.0,1.2,2022,3612,13445.7039696,11.2818672,253.0,12135.002400000001,116.83999999999999,15999.134868516316
12230,0.344,37.569,2.244,44113.757,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,4.3,EXT ML,72,N,N,5.97,136.232,06:36,14.661,CMFL,1025,65000,E.R. WELD,24,1341.6,1426.3,1981.0,1327.2,1843.3,1432.8,1990.0,0.719,1.064,1.0,1.2,2022,3613,13445.8731336,11.451031200000001,278.5,12135.002400000001,160.01999999999998,15999.30469960365
12230,0.344,38.274,1.539,44114.462,Metal Loss,External,33.0,0.113,48.0,GENE,20.0,,,,1.9,EXT ML,72,N,N,5.97,136.122,06:36,18.64,CMFL,1025,65000,E.R. WELD,24,1341.6,1481.3,2057.4,1432.6,1989.7,1464.8,2034.4,0.692,1.104,1.0,1.2,2022,3614,13446.088017600001,11.6659152,109.0,12135.002400000001,50.8,15999.520430984858
12230,0.344,38.32,1.493,44114.508,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,2.2,EXT ML,72,N,N,5.97,136.115,06:36,12.147,CMFL,1025,65000,E.R. WELD,24,1341.6,1520.8,2112.2,1482.7,2059.3,1515.3,2104.6,0.674,1.134,1.0,1.2,2022,3615,13446.1020384,11.679936000000001,256.0,12135.002400000001,43.18,15999.534507074979
12230,0.344,38.711,1.102,44114.898,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,2.0,EXT ML,72,N,N,5.97,136.053,06:36,19.687,CMFL,1025,65000,E.R. WELD,24,1341.6,1521.0,2112.5,1486.5,2064.6,1515.5,2104.9,0.674,1.134,1.0,1.2,2022,3616,13446.220910400001,11.7991128,103.5,12135.002400000001,43.18,15999.653847839052
12230,0.344,39.357,0.459,44115.541,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,2.8,EXT ML,72,N,N,5.97,135.952,06:36,18.64,CMFL,1025,65000,E.R. WELD,24,1341.6,1493.5,2074.3,1434.7,1992.7,1482.4,2058.9,0.686,1.114,1.0,1.2,2022,3617,13446.4168968,11.996013600000001,108.5,12135.002400000001,81.28,15999.85060709879
12240,0.344,1.535,38.839,44117.536,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,2.8,EXT ML,94,N,N,5.97,135.64,08:36,2.932,CMFL,1025,65000,E.R. WELD,24,1341.6,1511.4,2099.2,1455.7,2021.8,1504.2,2089.2,0.678,1.125,1.0,1.2,2022,3619,13447.0249728,0.467868,244.0,12305.995200000001,66.03999999999999,16000.455249607967
12240,0.344,2.156,38.219,44118.156,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,4.2,EXT ML,94,N,N,5.97,135.543,08:36,30.159,CMFL,1025,65000,E.R. WELD,24,1341.6,1497.1,2079.3,1411.1,1959.9,1487.5,2065.9,0.685,1.115,1.0,1.2,2022,3620,13447.213948800001,0.6571488000000001,113.5,12305.995200000001,93.98,16000.642615469167
12240,0.344,2.976,37.398,44118.976,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,10.0,EXT ML,94,N,N,5.97,135.523,08:36,29.74,CMFL,1025,65000,E.R. WELD,24,1341.6,1376.1,1911.3,1225.4,1702.0,1359.4,1888.1,0.745,1.026,1.0,1.2,2022,3621,13447.463884800001,0.9070848,121.0,12305.995200000001,109.21999999999998,16000.890421930751
12240,0.344,2.986,37.388,44118.986,Metal Loss,External,33.0,0.113,48.0,GENE,20.0,,,,5.2,EXT ML,94,N,N,5.97,135.524,08:36,8.796,CMFL,1025,65000,E.R. WELD,24,1341.6,1333.4,1851.9,1199.6,1666.2,1411.1,1959.8,0.769,0.991,1.0,1.2,2022,3622,13447.4669328,0.9101328000000001,294.5,12305.995200000001,76.19999999999999,16000.89344396077
12240,0.344,3.31,37.064,44119.311,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,5.9,EXT ML,94,N,N,5.97,135.546,08:36,33.51,CMFL,1025,65000,E.R. WELD,24,1341.6,1481.2,2057.2,1372.2,1905.9,1471.4,2043.6,0.692,1.105,1.0,1.2,2022,3623,13447.5659928,1.008888,98.0,12305.995200000001,50.8,16000.991659936397
12240,0.344,3.698,36.677,44119.698,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,34.0,EXT ML,94,N,N,5.97,135.573,08:36,6.912,CMFL,1025,65000,E.R. WELD,24,1341.6,1251.9,1738.8,1068.3,1483.8,1307.6,1816.1,0.819,0.934,1.0,1.2,2022,3624,13447.6839504,1.1271504,296.0,12305.995200000001,116.83999999999999,16001.108612498145
12240,0.344,3.789,36.585,44119.79,Metal Loss,External,19.0,0.065,34.0,PITT,20.0,,,,0.9,EXT ML,94,N,N,5.97,135.579,08:36,37.49,CMFL,1025,65000,E.R. WELD,24,1341.6,1539.4,2138.1,1529.5,2124.3,1537.6,2135.5,0.666,1.147,0.6,1.2,2022,3625,13447.711992,1.1548872000000001,77.0,12305.995200000001,27.94,16001.136415174322
12240,0.344,4.455,35.919,44120.456,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,7.8,EXT ML,94,N,N,5.97,135.625,08:36,28.065,CMFL,1025,65000,E.R. WELD,24,1341.6,1409.9,1958.1,1275.8,1771.9,1412.2,1961.4,0.727,1.052,1.0,1.2,2022,3626,13447.9149888,1.357884,129.5,12305.995200000001,104.13999999999999,16001.337682373609
12240,0.344,4.567,35.807,44120.568,Metal Loss,External,40.0,0.137,55.0,GENE,20.0,,,,3.0,EXT ML,94,N,N,5.97,135.633,08:36,36.442,CMFL,1025,65000,E.R. WELD,24,1341.6,1390.3,1930.9,1294.0,1797.2,1359.2,1887.7,0.737,1.035,1.0,1.2,2022,3627,13447.9491264,1.3920216,75.0,12305.995200000001,78.74,16001.371529109827
12240,0.344,4.78,35.594,44120.781,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,2.8,EXT ML ( NEAR SW ),94,N,N,5.97,135.648,08:36,1.676,CMFL,1025,65000,E.R. WELD,24,1341.6,1508.7,2095.4,1452.2,2016.9,1501.0,2084.7,0.679,1.124,1.0,1.2,2022,3628,13448.014048800002,1.4569440000000002,249.5,12305.995200000001,71.11999999999999,16001.435898349238
12240,0.344,5.558,34.816,44121.558,Metal Loss,External,43.0,0.148,58.0,GENE,20.0,,,,1.2,EXT ML,94,N,N,5.97,135.701,08:36,37.49,CMFL,1025,65000,E.R. WELD,24,1341.6,1506.0,2091.7,1477.5,2052.0,1493.5,2074.4,0.681,1.122,1.0,1.2,2022,3629,13448.2508784,1.6940784,77.0,12305.995200000001,33.019999999999996,16001.670710081738
12240,0.344,5.774,34.6,44121.775,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,4.1,EXT ML,94,N,N,5.97,135.716,08:36,26.18,CMFL,1025,65000,E.R. WELD,24,1341.6,1476.7,2050.9,1390.3,1931.0,1464.0,2033.4,0.694,1.101,1.0,1.2,2022,3630,13448.31702,1.7599152,130.0,12305.995200000001,71.11999999999999,16001.736288133157
12240,0.344,5.833,34.541,44121.834,Metal Loss,External,32.0,0.11,47.0,GENE,20.0,,,,4.4,EXT ML,94,N,N,5.97,135.72,08:36,36.861,CMFL,1025,65000,E.R. WELD,24,1341.6,1363.0,1893.0,1245.1,1729.3,1367.2,1898.9,0.752,1.015,1.0,1.2,2022,3631,13448.335003200002,1.7778984000000002,77.5,12305.995200000001,104.13999999999999,16001.754118110273
12240,0.344,6.624,33.75,44122.625,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,17.7,EXT ML,94,N,N,5.97,135.775,08:36,36.861,CMFL,1025,65000,E.R. WELD,24,1341.6,1286.2,1786.4,1117.9,1552.6,1292.6,1795.3,0.797,0.962,1.0,1.2,2022,3632,13448.5761,2.0189952,74.0,12305.995200000001,132.07999999999998,16001.993160684799
12240,0.344,6.946,33.428,44122.946,Metal Loss,External,37.0,0.127,52.0,GENE,20.0,,,,1.7,EXT ML,94,N,N,5.97,135.797,08:36,7.959,CMFL,1025,65000,E.R. WELD,24,1341.6,1482.9,2059.6,1437.1,1995.9,1465.7,2035.7,0.691,1.104,1.0,1.2,2022,3633,13448.673940800001,2.1171408,296.0,12305.995200000001,38.099999999999994,16002.09016784842
12240,0.344,7.467,32.907,44123.468,Metal Loss,External,23.0,0.079,38.0,PITT,20.0,,,,1.6,EXT ML,94,N,N,5.97,135.833,08:36,7.121,CMFL,1025,65000,E.R. WELD,24,1341.6,1518.2,2108.6,1489.3,2068.5,1511.6,2099.4,0.675,1.131,0.6,1.2,2022,3634,13448.833046400001,2.2759416,292.0,12305.995200000001,25.4,16002.247917815428
12240,0.344,7.913,32.461,44123.914,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,0.9,EXT ML,94,N,N,5.97,135.863,08:36,8.168,CMFL,1025,65000,E.R. WELD,24,1341.6,1542.3,2142.1,1533.7,2130.2,1541.1,2140.5,0.665,1.15,0.6,1.2,2022,3635,13448.9689872,2.4118824,296.5,12305.995200000001,33.019999999999996,16002.38270035429
